6,3536.0,616.0,36.0,46.0,1.0,3534.72,556.1,14.0300000000002,41.70999999999992,1.0,3560.05,507.52,10.599999999999907,29.200000000000045,1.0,3827.0,523.0,11.0,36.0,1.0,2667.0,513.0,23.0,36.0,1.0,4270.0,537.0,16.0,32.0,1.0,3720.0,502.0,12.0,30.0,1.0,3735.0,666.0,24.0,72.0,1.0,3813.0,583.0,16.0,49.0,1.0,3430.07,797.96,72.0,88.0,1.0,3059.91,594.84,35.88000000000011,62.069999999999936,1.0,3538.17,489.15,12.779999999999744,23.800000000000068,1.0,3125.41,506.53,14.930000000000293,37.52999999999997,1.0,3184.81,495.08,16.800000000000182,32.19999999999999,1.0,3528.71,504.63,17.40000000000009,34.450000000000045,1.0,3538.38,554.43,23.289999999999964,39.41000000000008,1.0,3522.88,523.26,17.199999999999818,32.60000000000002,1.0,3283.13,531.24,14.699999999999818,38.29999999999996,1.0,3312.77,513.18,16.5,37.10000000000002,1.0,3337.44,497.5,15.920000000000073,31.600000000000023,1.0,2832.28,589.99,30.33999999999969,58.819999999999936,1.0,2920.1,539.09,23.590000000000146,47.17999999999995,1.0,3577.42,549.26,6.400000000000091,7.0,1.0
7,3528.0,616.0,40.0,45.0,1.0,3534.44,556.13,14.099999999999907,41.59000000000003,1.0,3559.97,507.66,10.600000000000364,29.19999999999999,1.0,3827.0,523.0,11.0,36.0,1.0,2667.0,513.0,23.0,37.0,1.0,4270.0,537.0,16.0,32.0,1.0,3717.0,502.0,12.0,30.0,1.0,3732.0,667.0,28.0,70.0,1.0,3811.0,582.0,16.0,51.0,1.0,3425.0,797.0,72.0,88.0,1.0,3059.84,595.22,35.879999999999654,62.069999999999936,1.0,3537.78,489.29,12.889999999999873,23.739999999999952,1.0,3125.49,506.56,14.930000000000293,37.53000000000003,1.0,3184.93,495.08,16.800000000000182,32.19999999999999,1.0,3529.18,504.92,17.65000000000009,34.37999999999994,1.0,3539.84,554.07,23.289999999999964,39.41999999999996,1.0,3522.32,523.26,17.199999999999818,32.60000000000002,1.0,3282.24,531.66,14.700000000000273,38.30000000000007,1.0,3312.81,513.29,16.5,37.10000000000002,1.0,3337.58,497.53,15.920000000000073,31.600000000000023,1.0,2832.24,590.25,30.340000000000146,58.82000000000005,1.0,2920.23,539.2,23.590000000000146,47.17999999999995,1.0,3583.2,549.23,6.400000000000091,7.0,1.0
8,3524.0,615.0,44.0,46.0,1.0,3534.15,556.16,14.190000000000056,41.48000000000002,1.0,3559.9,507.8,10.599999999999907,29.19999999999999,1.0,3827.0,523.0,11.0,37.0,1.0,2667.0,513.0,23.0,38.0,1.0,4270.0,537.0,16.0,32.0,1.0,3717.0,501.0,12.0,30.0,1.0,3730.0,667.0,32.0,69.0,1.0,3811.0,582.0,16.0,51.0,1.0,3420.0,794.0,68.0,91.0,1.0,3059.77,595.61,35.88000000000011,62.069999999999936,1.0,3537.39,489.43,13.0,23.680000000000007,1.0,3125.57,506.59,14.929999999999836,37.53000000000003,1.0,3185.06,495.08,16.800000000000182,32.19999999999999,1.0,3529.64,505.22,17.91000000000031,34.309999999999945,1.0,3541.29,553.72,23.289999999999964,39.40999999999997,1.0,3521.76,523.26,17.199999999999818,32.60000000000002,1.0,3281.36,532.08,14.699999999999818,38.29999999999996,1.0,3312.86,513.4,16.5,37.10000000000002,1.0,3337.72,497.56,15.930000000000293,31.60999999999996,1.0,2832.19,590.51,30.340000000000146,58.82000000000005,1.0,2920.36,539.31,23.58999999999969,47.180000000000064,1.0,3588.97,549.19,6.400000000000091,7.0,1.0
9,3519.0,615.0,36.0,46.0,1.0,3533.87,556.19,14.260000000000218,41.36999999999989,1.0,3559.82,507.93,10.599999999999907,29.19999999999999,1.0,3827.0,523.0,11.0,37.0,1.0,2667.0,513.0,23.0,38.0,1.0,4270.0,538.0,16.0,31.0,1.0,3717.0,501.0,12.0,31.0,1.0,3727.0,667.0,32.0,71.0,1.0,3810.0,581.0,16.0,49.0,1.0,3412.0,795.0,68.80000000000018,90.20000000000005,1.0,3059.69,595.99,35.88999999999987,62.08000000000004,1.0,3537.0,489.56,13.110000000000127,23.619999999999948,1.0,3125.65,506.62,14.929999999999836,37.52999999999997,1.0,3185.18,495.08,16.800000000000182,32.19999999999999,1.0,3530.1,505.51,18.17000000000008,34.24000000000001,1.0,3542.75,553.36,23.289999999999964,39.41999999999996,1.0,3521.2,523.26,17.200000000000273,32.60000000000002,1.0,3280.48,532.5,14.699999999999818,38.29999999999996,1.0,3312.91,513.51,16.5,37.10000000000002,1.0,3337.87,497.6,15.920000000000073,31.600000000000023,1.0,2832.14,590.77,30.340000000000146,58.82000000000005,1.0,2920.49,539.42,23.590000000000146,47.180000000000064,1.0,3594.74,549.16,6.400000000000091,7.0,1.0
10,3514.0,616.0,40.0,46.0,1.0,3533.59,556.22,14.329999999999927,41.25,1.0,3559.74,508.07,10.600000000000364,29.19999999999999,1.0,3826.0,523.0,11.0,37.0,1.0,2667.0,513.0,23.0,38.0,1.0,4270.0,538.0,16.0,31.0,1.0,3717.0,501.0,12.0,30.0,1.0,3726.0,669.0,36.0,69.0,1.0,3810.0,582.0,16.0,51.0,1.0,3404.0,796.0,69.59999999999991,89.39999999999998,1.0,3059.62,596.38,35.89000000000033,62.07000000000005,1.0,3536.61,489.7,13.2199999999998,23.56,1.0,3125.73,506.65,14.929999999999836,37.52999999999997,1.0,3185.3,495.08,16.799999999999727,32.19999999999999,1.0,3530.56,505.8,18.42999999999984,34.18000000000001,1.0,3544.2,553.01,23.289999999999964,39.40999999999997,1.0,3520.65,523.26,17.190000000000055,32.60000000000002,1.0,3279.6,532.93,14.700000000000273,38.30000000000007,1.0,3312.96,513.63,16.5,37.10000000000002,1.0,3338.01,497.63,15.919999999999618,31.600000000000023,1.0,2832.1,591.03,30.340000000000146,58.82000000000005,1.0,2920.62,539.53,23.590000000000146,47.17000000000007,1.0,3600.52,549.13,6.400000000000091,7.0,1.0
11,3508.0,615.0,40.0,46.0,1.0,3533.3,556.25,14.419999999999618,41.13999999999999,1.0,3559.67,508.21,10.599999999999907,29.19999999999999,1.0,3826.0,523.0,11.0,37.0,1.0,2667.0,513.0,23.0,38.0,1.0,4270.0,538.0,16.0,31.0,1.0,3717.0,501.0,12.0,30.0,1.0,3723.0,671.0,36.0,68.0,1.0,3810.0,582.0,16.0,51.0,1.0,3396.0,797.0,70.40000000000009,88.60000000000002,1.0,3059.55,596.77,35.88999999999987,62.07000000000005,1.0,3536.22,489.84,13.330000000000382,23.500000000000057,1.0,3125.81,506.68,14.929999999999836,37.53000000000003,1.0,3185.42,495.08,16.799999999999727,32.19999999999999,1.0,3531.03,506.1,18.6899999999996,34.10000000000002,1.0,3545.66,552.65,23.289999999999964,39.42000000000007,1.0,3520.09,523.26,17.199999999999818,32.60000000000002,1.0,3278.71,533.35,14.699999999999818,38.29999999999996,1.0,3313.01,513.74,16.5,37.10000000000002,1.0,3338.15,497.67,15.929999999999836,31.59999999999997,1.0,2832.05,591.29,30.33999999999969,58.82000000000005,1.0,2920.75,539.63,23.590000000000146,47.17999999999995,1.0,3606.29,549.09,6.400000000000091,7.0,1.0
12,3506.0,615.0,44.0,46.0,1.0,3533.02,556.27,14.490000000000236,41.02999999999997,1.0,3559.59,508.35,10.599999999999907,29.19999999999993,1.0,3826.0,523.0,11.0,37.0,1.0,2667.0,512.83,23.0,38.0,1.0,4265.0,538.0,16.0,31.0,1.0,3717.0,502.0,12.0,30.0,1.0,3722.0,672.0,36.0,68.0,1.0,3810.0,582.0,16.0,50.0,1.0,3388.0,798.0,71.19999999999982,87.79999999999995,1.0,3059.48,597.15,35.88999999999987,62.07000000000005,1.0,3535.84,489.97,13.429999999999836,23.44999999999993,1.0,3125.89,506.71,14.930000000000293,37.53000000000003,1.0,3185.54,495.08,16.800000000000182,32.19999999999999,1.0,3531.49,506.39,18.95000000000028,34.039999999999964,1.0,3547.11,552.3,23.289999999999964,39.41000000000008,1.0,3519.53,523.26,17.199999999999818,32.60000000000002,1.0,3277.83,533.77,14.700000000000273,38.30000000000007,1.0,3313.06,513.85,16.5,37.10000000000002,1.0,3338.3,497.7,15.919999999999618,31.59999999999997,1.0,2832.0,591.55,30.340000000000146,58.82000000000005,1.0,2920.88,539.74,23.58999999999969,47.17999999999995,1.0,3612.07,549.06,6.399999999999636,7.0,1.0
13,3502.0,615.0,48.0,46.0,1.0,3532.74,556.3,14.5600000000004,40.92000000000007,1.0,3559.51,508.49,10.599999999999907,29.200000000000045,1.0,3826.0,523.0,11.0,37.0,1.0,2667.0,512.67,23.0,38.0,1.0,4265.0,538.0,16.0,31.0,1.0,3717.0,502.0,12.0,29.0,1.0,3722.0,672.0,36.0,68.0,1.0,3808.0,583.0,16.0,49.0,1.0,3380.0,799.0,72.0,87.0,1.0,3059.41,597.54,35.89000000000033,62.07000000000005,1.0,3535.45,490.11,13.539999999999964,23.389999999999983,1.0,3125.97,506.74,14.930000000000293,37.52999999999997,1.0,3185.67,495.08,16.799999999999727,32.19999999999999,1.0,3532.83,506.48,19.20000000000028,33.98000000000002,1.0,3548.56,551.95,23.300000000000185,39.40999999999997,1.0,3518.97,523.26,17.200000000000273,32.60000000000002,1.0,3276.95,534.19,14.700000000000273,38.29999999999996,1.0,3313.11,513.96,16.5,37.09999999999991,1.0,3338.44,497.73,15.929999999999836,31.610000000000014,1.0,2831.96,591.81,30.340000000000146,58.82000000000005,1.0,2921.02,539.85,23.579999999999927,47.17999999999995,1.0,3617.84,549.02,6.399999999999636,7.0,1.0
14,3498.0,616.0,48.0,43.0,1.0,3532.45,556.33,14.640000000000327,40.79999999999996,1.0,3559.44,508.63,10.599999999999907,29.200000000000045,1.0,3826.0,524.0,11.0,36.0,1.0,2667.0,512.5,23.0,38.0,1.0,4265.0,538.0,16.0,31.0,1.0,3715.0,504.0,12.0,28.0,1.0,3720.5,671.5,34.0,69.0,1.0,3808.0,583.0,16.0,49.0,1.0,3371.12,798.5,72.38000000000011,87.38,1.0,3059.34,597.93,35.879999999999654,62.07000000000005,1.0,3535.06,490.24,13.650000000000093,23.340000000000032,1.0,3126.05,506.77,14.929999999999836,37.52999999999997,1.0,3185.79,495.08,16.800000000000182,32.19999999999999,1.0,3534.16,506.58,19.47000000000025,33.900000000000034,1.0,3551.23,551.59,23.289999999999964,39.41999999999996,1.0,3518.41,523.26,17.200000000000273,32.60000000000002,1.0,3276.07,534.61,14.699999999999818,38.29999999999996,1.0,3313.16,514.07,16.5,37.09999999999991,1.0,3338.58,497.77,15.930000000000293,31.600000000000023,1.0,2831.91,592.07,30.340000000000146,58.819999999999936,1.0,2921.15,539.96,23.58999999999969,47.17999999999995,1.0,3623.62,548.99,6.400000000000091,7.0,1.0
15,3495.0,614.0,48.0,43.0,1.0,3532.17,556.36,14.7199999999998,40.68999999999994,1.0,3559.36,508.77,10.599999999999907,29.200000000000045,1.0,3826.0,524.0,11.0,36.0,1.0,2667.0,512.33,23.0,38.0,1.0,4265.0,538.0,16.0,31.0,1.0,3715.0,504.0,12.0,28.0,1.0,3719.0,671.0,32.0,70.0,1.0,3808.0,583.0,16.0,49.0,1.0,3362.25,798.0,72.75,87.75,1.0,3059.27,598.31,35.88000000000011,62.07000000000005,1.0,3534.67,490.38,13.759999999999764,23.269999999999985,1.0,3126.13,506.8,14.929999999999836,37.53000000000003,1.0,3185.91,495.08,16.800000000000182,32.19999999999999,1.0,3535.5,506.67,19.7199999999998,33.839999999999975,1.0,3553.9,551.24,23.289999999999964,39.40999999999997,1.0,3517.85,523.26,17.200000000000273,32.60000000000002,1.0,3275.19,535.03,14.699999999999818,38.30000000000007,1.0,3313.21,514.18,16.5,37.10000000000002,1.0,3338.73,497.8,15.920000000000073,31.59999999999997,1.0,2831.86,592.33,30.33999999999969,58.819999999999936,1.0,2921.28,540.07,23.58999999999969,47.16999999999996,1.0,3628.73,548.87,6.400000000000091,7.0,1.0
16,3492.0,612.0,32.0,45.0,1.0,3531.89,556.39,14.789999999999964,40.58000000000004,1.0,3559.28,508.9,10.599999999999907,29.200000000000045,1.0,3826.0,524.0,11.0,36.0,1.0,2667.0,512.17,23.0,38.0,1.0,4265.0,538.0,16.0,31.0,1.0,3715.0,504.0,12.0,28.0,1.0,3720.0,672.0,28.0,69.0,1.0,3808.0,583.0,16.0,48.0,1.0,3353.38,797.5,73.11999999999989,88.12,1.0,3059.2,598.7,35.88000000000011,62.069999999999936,1.0,3534.28,490.52,13.879999999999654,23.21000000000004,1.0,3126.21,506.83,14.929999999999836,37.53000000000003,1.0,3186.03,495.08,16.799999999999727,32.19999999999999,1.0,3536.84,506.77,19.9699999999998,33.76999999999998,1.0,3556.57,550.88,23.289999999999964,39.41999999999996,1.0,3517.3,523.26,17.199999999999818,32.60000000000002,1.0,3274.3,535.45,14.699999999999818,38.29999999999996,1.0,3313.26,514.29,16.5,37.10000000000002,1.0,3338.87,497.84,15.930000000000293,31.60000000000008,1.0,2831.82,592.59,30.33999999999969,58.819999999999936,1.0,2921.41,540.17,23.590000000000146,47.180000000000064,1.0,3633.84,548.75,6.399999999999636,7.0,1.0
17,3491.0,611.0,40.0,47.0,1.0,3531.61,556.42,14.859999999999673,40.46000000000004,1.0,3559.21,509.04,10.599999999999907,29.19999999999999,1.0,3826.0,524.0,11.0,36.0,1.0,2667.0,512.0,23.0,38.0,1.0,4265.0,538.0,16.0,31.0,1.0,3715.0,504.0,12.0,28.0,1.0,3719.0,672.0,20.0,70.0,1.0,3808.0,583.0,16.0,48.0,1.0,3344.5,797.0,73.5,88.5,1.0,3059.13,599.09,35.88000000000011,62.069999999999936,1.0,3533.89,490.65,13.990000000000236,23.159999999999968,1.0,3126.29,506.86,14.929999999999836,37.52999999999997,1.0,3186.15,495.08,16.799999999999727,32.19999999999999,1.0,3538.17,506.86,20.23999999999978,33.69999999999993,1.0,3559.24,550.53,23.29000000000042,39.41000000000008,1.0,3516.74,523.26,17.200000000000273,32.60000000000002,1.0,3273.42,535.87,14.699999999999818,38.29999999999996,1.0,3313.31,514.41,16.5,37.10000000000002,1.0,3339.01,497.87,15.929999999999836,31.600000000000023,1.0,2831.77,592.85,30.340000000000146,58.819999999999936,1.0,2921.54,540.28,23.590000000000146,47.180000000000064,1.0,3638.95,548.64,6.400000000000091,7.0,1.0
18,3492.0,613.0,32.0,45.0,1.0,3531.32,556.45,14.949999999999818,40.34999999999991,1.0,3559.13,509.18,10.599999999999907,29.19999999999999,1.0,3826.0,524.0,11.0,35.0,1.0,2667.0,513.0,23.0,38.0,1.0,4265.0,538.0,16.0,31.0,1.0,3715.0,504.0,12.0,27.0,1.0,3717.0,670.0,20.0,71.0,1.0,3805.0,583.0,16.0,48.0,1.0,3335.62,796.5,73.88000000000011,88.88,1.0,3059.06,599.47,35.88000000000011,62.069999999999936,1.0,3533.5,490.79,14.099999999999907,23.09999999999997,1.0,3126.37,506.89,14.930000000000293,37.52999999999997,1.0,3186.28,495.08,16.799999999999727,32.19999999999999,1.0,3539.51,506.96,20.48999999999978,33.63000000000005,1.0,3561.9,550.17,23.289999999999964,39.42000000000007,1.0,3516.18,523.26,17.200000000000273,32.60000000000002,1.0,3272.54,536.29,14.699999999999818,38.30000000000007,1.0,3313.36,514.52,16.5,37.10000000000002,1.0,3339.16,497.9,15.920000000000073,31.610000000000014,1.0,2831.72,593.11,30.340000000000146,58.819999999999936,1.0,2921.67,540.39,23.590000000000146,47.180000000000064,1.0,3643.08,548.64,6.400000000000091,7.0,1.0
19,3488.0,612.0,28.0,46.0,1.0,3531.04,556.48,15.019999999999982,40.23000000000002,1.0,3559.05,509.32,10.599999999999907,29.19999999999999,1.0,3824.0,524.0,11.0,36.0,1.0,2667.0,513.0,23.0,37.0,1.0,4265.0,537.0,16.0,32.0,1.0,3715.0,504.0,12.0,27.0,1.0,3711.0,671.0,24.0,69.0,1.0,3804.0,582.0,16.0,49.0,1.0,3326.75,796.0,74.25,89.25,1.0,3058.99,599.86,35.88000000000011,62.069999999999936,1.0,3533.11,490.93,14.210000000000036,23.04000000000002,1.0,3126.45,506.92,14.930000000000293,37.53000000000003,1.0,3186.4,495.08,16.799999999999727,32.19999999999999,1.0,3540.84,507.05,20.759999999999764,33.56999999999999,1.0,3564.57,549.82,23.289999999999964,39.40999999999997,1.0,3515.62,523.26,17.200000000000273,32.60000000000002,1.0,3271.66,536.71,14.700000000000273,38.29999999999996,1.0,3313.41,514.63,16.5,37.10000000000002,1.0,3339.3,497.94,15.929999999999836,31.59999999999997,1.0,2831.68,593.37,30.340000000000146,58.82000000000005,1.0,2921.8,540.5,23.58999999999969,47.17999999999995,1.0,3647.21,548.64,6.400000000000091,7.0,1.0
20,3481.0,612.0,36.0,45.0,1.0,3530.76,556.5,15.08999999999969,40.13,1.0,3558.97,509.46,10.600000000000364,29.19999999999999,1.0,3822.0,524.0,15.0,36.0,1.0,2667.0,513.0,23.0,37.0,1.0,4265.0,537.0,16.0,32.0,1.0,3714.0,504.0,12.0,27.0,1.0,3713.0,672.0,20.0,68.0,1.0,3804.0,583.0,16.0,49.0,1.0,3317.88,795.5,74.61999999999989,89.62,1.0,3058.91,600.24,35.89000000000033,62.08000000000004,1.0,3532.72,491.06,14.320000000000164,22.989999999999952,1.0,3126.53,506.95,14.929999999999836,37.53000000000003,1.0,3186.52,495.08,16.800000000000182,32.19999999999999,1.0,3542.18,507.15,21.01000000000022,33.49000000000001,1.0,3567.24,549.46,23.29000000000042,39.41999999999996,1.0,3515.06,523.26,17.200000000000273,32.60000000000002,1.0,3270.78,537.13,14.699999999999818,38.29999999999996,1.0,3313.46,514.74,16.5,37.10000000000002,1.0,3339.44,497.97,15.929999999999836,31.600000000000023,1.0,2831.67,593.5,30.329999999999927,58.82000000000005,1.0,2921.93,540.61,23.590000000000146,47.16999999999996,1.0,3651.34,548.65,6.399999999999636,7.0,1.0
