frame,id,bb_left,bb_top,bb_width,bb_height
14,8,3532.74,556.3,14.5600000000004,40.92000000000007
14,6,3559.51,508.49,10.599999999999907,29.200000000000045
14,5,3535.45,490.11,13.539999999999964,23.389999999999983
14,13,3532.83,506.48,19.200000000000276,33.98000000000002
14,20,3548.56,551.95,23.300000000000185,39.40999999999997
14,1,3518.97,523.26,17.200000000000273,32.60000000000002
14,19,3276.95,534.19,14.700000000000273,38.29999999999996
14,15,3313.11,513.96,16.5,37.09999999999991
14,12,3338.44,497.73,15.929999999999836,31.610000000000014
14,21,2831.96,591.81,30.340000000000146,58.82000000000005
14,18,2921.02,539.85,23.579999999999927,47.17999999999995
14,14,3125.97,506.74,14.930000000000293,37.52999999999997
14,17,3185.67,495.08,16.799999999999727,32.19999999999999
14,23,3617.84,549.02,6.399999999999636,7.0
15,3,3498.0,616.0,48.0,43.0
15,2,3826.0,524.0,11.0,36.0
15,16,2667.0,512.5,23.0,38.0
15,11,4265.0,538.0,16.0,31.0
15,4,3715.0,504.0,12.0,28.0
15,10,3720.5,671.5,34.0,69.0
15,9,3808.0,583.0,16.0,49.0
15,7,3371.12,798.5,72.38000000000011,87.38
15,22,3059.34,597.93,35.879999999999654,62.07000000000005
15,8,3532.45,556.33,14.640000000000327,40.79999999999996
15,6,3559.44,508.63,10.599999999999907,29.200000000000045
15,5,3535.06,490.24,13.650000000000093,23.340000000000032
15,13,3534.16,506.58,19.47000000000025,33.900000000000034
15,20,3551.23,551.59,23.289999999999964,39.41999999999996
15,1,3518.41,523.26,17.200000000000273,32.60000000000002
15,19,3276.07,534.61,14.699999999999818,38.29999999999996
15,15,3313.16,514.07,16.5,37.09999999999991
15,12,3338.58,497.77,15.930000000000293,31.600000000000023
15,21,2831.91,592.07,30.340000000000146,58.819999999999936
15,18,2921.15,539.96,23.58999999999969,47.17999999999995
15,14,3126.05,506.77,14.929999999999836,37.52999999999997
15,17,3185.79,495.08,16.800000000000182,32.19999999999999
15,23,3623.62,548.99,6.400000000000091,7.0
16,3,3495.0,614.0,48.0,43.0
16,2,3826.0,524.0,11.0,36.0
16,16,2667.0,512.33,23.0,38.0
16,11,4265.0,538.0,16.0,31.0
16,4,3715.0,504.0,12.0,28.0
16,10,3719.0,671.0,32.0,70.0
16,9,3808.0,583.0,16.0,49.0
16,7,3362.25,798.0,72.75,87.75
16,22,3059.27,598.31,35.88000000000011,62.07000000000005
16,8,3532.17,556.36,14.7199999999998,40.68999999999994
16,6,3559.36,508.77,10.599999999999907,29.200000000000045
16,5,3534.67,490.38,13.759999999999764,23.269999999999985
16,13,3535.5,506.67,19.7199999999998,33.839999999999975
16,20,3553.9,551.24,23.289999999999964,39.40999999999997
16,1,3517.85,523.26,17.200000000000273,32.60000000000002
16,19,3275.19,535.03,14.699999999999818,38.30000000000007
16,15,3313.21,514.18,16.5,37.10000000000002
16,12,3338.73,497.8,15.920000000000073,31.59999999999997
16,21,2831.86,592.33,30.33999999999969,58.819999999999936
16,18,2921.28,540.07,23.58999999999969,47.16999999999996
16,14,3126.13,506.8,14.929999999999836,37.53000000000003
16,17,3185.91,495.08,16.800000000000182,32.19999999999999
16,23,3628.73,548.87,6.400000000000091,7.0
17,3,3492.0,612.0,32.0,45.0
17,2,3826.0,524.0,11.0,36.0
17,16,2667.0,512.17,23.0,38.0
17,11,4265.0,538.0,16.0,31.0
17,4,3715.0,504.0,12.0,28.0
17,10,3720.0,672.0,28.0,69.0
17,9,3808.0,583.0,16.0,48.0
17,7,3353.38,797.5,73.11999999999989,88.12
17,22,3059.2,598.7,35.88000000000011,62.069999999999936
17,8,3531.89,556.39,14.789999999999964,40.58000000000004
17,6,3559.28,508.9,10.599999999999907,29.200000000000045
17,5,3534.28,490.52,13.879999999999654,23.21000000000004
17,13,3536.84,506.77,19.9699999999998,33.76999999999998
17,20,3556.57,550.88,23.289999999999964,39.41999999999996
17,1,3517.3,523.26,17.199999999999818,32.60000000000002
17,19,3274.3,535.45,14.699999999999818,38.29999999999996
17,15,3313.26,514.29,16.5,37.10000000000002
17,12,3338.87,497.84,15.930000000000293,31.60000000000008
17,21,2831.82,592.59,30.33999999999969,58.819999999999936
17,18,2921.41,540.17,23.590000000000146,47.180000000000064
17,14,3126.21,506.83,14.929999999999836,37.53000000000003
17,17,3186.03,495.08,16.799999999999727,32.19999999999999
17,23,3633.84,548.75,6.399999999999636,7.0
18,3,3491.0,611.0,40.0,47.0
18,2,3826.0,524.0,11.0,36.0
18,16,2667.0,512.0,23.0,38.0
18,11,4265.0,538.0,16.0,31.0
18,4,3715.0,504.0,12.0,28.0
18,10,3719.0,672.0,20.0,70.0
18,9,3808.0,583.0,16.0,48.0
18,7,3344.5,797.0,73.5,88.5
18,22,3059.13,599.09,35.88000000000011,62.069999999999936
18,8,3531.61,556.42,14.859999999999673,40.46000000000004
18,6,3559.21,509.04,10.599999999999907,29.19999999999999
18,5,3533.89,490.65,13.990000000000236,23.159999999999968
18,13,3538.17,506.86,20.23999999999978,33.69999999999993
18,20,3559.24,550.53,23.29000000000042,39.41000000000008
18,1,3516.74,523.26,17.200000000000273,32.60000000000002
18,19,3273.42,535.87,14.699999999999818,38.29999999999996
18,15,3313.31,514.41,16.5,37.10000000000002
18,12,3339.01,497.87,15.929999999999836,31.600000000000023
18,21,2831.77,592.85,30.340000000000146,58.819999999999936
18,18,2921.54,540.28,23.590000000000146,47.180000000000064
18,14,3126.29,506.86,14.929999999999836,37.52999999999997
18,17,3186.15,495.08,16.799999999999727,32.19999999999999
18,23,3638.95,548.64,6.400000000000091,7.0
19,3,3492.0,613.0,32.0,45.0
19,2,3826.0,524.0,11.0,35.0
19,16,2667.0,513.0,23.0,38.0
19,11,4265.0,538.0,16.0,31.0
19,4,3715.0,504.0,12.0,27.0
19,10,3717.0,670.0,20.0,71.0
19,9,3805.0,583.0,16.0,48.0
19,7,3335.62,796.5,73.88000000000011,88.88
19,22,3059.06,599.47,35.88000000000011,62.069999999999936
19,8,3531.32,556.45,14.949999999999818,40.34999999999991
19,6,3559.13,509.18,10.599999999999907,29.19999999999999
19,5,3533.5,490.79,14.099999999999907,23.09999999999997
19,13,3539.51,506.96,20.48999999999978,33.63000000000005
19,20,3561.9,550.17,23.289999999999964,39.42000000000007
19,1,3516.18,523.26,17.200000000000273,32.60000000000002
19,19,3272.54,536.29,14.699999999999818,38.30000000000007
19,15,3313.36,514.52,16.5,37.10000000000002
19,12,3339.16,497.9,15.920000000000073,31.610000000000014
19,21,2831.72,593.11,30.340000000000146,58.819999999999936
19,18,2921.67,540.39,23.590000000000146,47.180000000000064
19,14,3126.37,506.89,14.930000000000293,37.52999999999997
19,17,3186.28,495.08,16.799999999999727,32.19999999999999
19,23,3643.08,548.64,6.400000000000091,7.0
20,3,3488.0,612.0,28.0,46.0
20,2,3824.0,524.0,11.0,36.0
20,16,2667.0,513.0,23.0,37.0
20,11,4265.0,537.0,16.0,32.0
20,4,3715.0,504.0,12.0,27.0
20,10,3711.0,671.0,24.0,69.0
20,9,3804.0,582.0,16.0,49.0
20,7,3326.75,796.0,74.25,89.25
20,22,3058.99,599.86,35.88000000000011,62.069999999999936
20,8,3531.04,556.48,15.019999999999982,40.23000000000002
20,6,3559.05,509.32,10.599999999999907,29.19999999999999
20,5,3533.11,490.93,14.210000000000036,23.04000000000002
20,13,3540.84,507.05,20.759999999999764,33.56999999999999
20,20,3564.57,549.82,23.289999999999964,39.40999999999997
20,1,3515.62,523.26,17.200000000000273,32.60000000000002
20,19,3271.66,536.71,14.700000000000273,38.29999999999996
20,15,3313.41,514.63,16.5,37.10000000000002
20,12,3339.3,497.94,15.929999999999836,31.59999999999997
20,21,2831.68,593.37,30.340000000000146,58.82000000000005
20,18,2921.8,540.5,23.58999999999969,47.17999999999995
20,14,3126.45,506.92,14.930000000000293,37.53000000000003
20,17,3186.4,495.08,16.799999999999727,32.19999999999999
20,23,3647.21,548.64,6.400000000000091,7.0
21,3,3481.0,612.0,36.0,45.0
21,2,3822.0,524.0,15.0,36.0
21,16,2667.0,513.0,23.0,37.0
21,11,4265.0,537.0,16.0,32.0
21,4,3714.0,504.0,12.0,27.0
21,10,3713.0,672.0,20.0,68.0
21,9,3804.0,583.0,16.0,49.0
21,7,3317.88,795.5,74.61999999999989,89.62
21,22,3058.91,600.24,35.89000000000033,62.08000000000004
21,8,3530.76,556.5,15.08999999999969,40.13
21,6,3558.97,509.46,10.600000000000364,29.19999999999999
21,5,3532.72,491.06,14.320000000000164,22.989999999999952
21,13,3542.18,507.15,21.01000000000022,33.49000000000001
21,20,3567.24,549.46,23.29000000000042,39.41999999999996
21,1,3515.06,523.26,17.200000000000273,32.60000000000002
21,19,3270.78,537.13,14.699999999999818,38.29999999999996
21,15,3313.46,514.74,16.5,37.10000000000002
21,12,3339.44,497.97,15.929999999999836,31.600000000000023
21,21,2831.67,593.5,30.329999999999927,58.82000000000005
21,18,2921.93,540.61,23.590000000000146,47.16999999999996
21,14,3126.53,506.95,14.929999999999836,37.53000000000003
21,17,3186.52,495.08,16.800000000000182,32.19999999999999
21,23,3651.34,548.65,6.399999999999636,7.0
22,3,3476.0,612.0,40.0,46.0
22,2,3822.0,523.5,15.0,35.5
22,16,2667.0,513.0,23.0,37.0
22,11,4265.0,537.0,16.0,32.0
22,4,3714.0,505.0,12.0,27.0
22,10,3709.0,674.0,24.0,67.0
22,9,3802.33,583.0,16.0,49.0
22,7,3309.0,795.0,75.0,90.0
22,22,3058.84,600.63,35.88999999999987,62.07000000000005
22,8,3530.47,556.53,15.170000000000073,40.00999999999999
22,6,3558.9,509.6,10.599999999999907,29.19999999999993
22,5,3532.33,491.2,14.430000000000293,22.930000000000007
22,13,3543.52,507.24,21.269999999999985,33.42999999999995
22,20,3569.91,549.11,23.289999999999964,39.40999999999997
22,1,3514.5,523.26,17.199999999999818,32.60000000000002
22,19,3269.89,537.55,14.700000000000273,38.30000000000007
22,15,3313.5,514.85,16.5,37.10000000000002
22,12,3339.59,498.01,15.920000000000073,31.600000000000023
22,21,2831.65,593.63,30.33999999999969,58.82000000000005
22,18,2922.06,540.71,23.590000000000146,47.17999999999995
22,14,3126.61,506.98,14.929999999999836,37.52999999999997
22,17,3186.64,495.08,16.800000000000182,32.19999999999999
22,23,3655.47,548.65,6.400000000000091,7.0
23,3,3469.0,612.0,44.0,44.0
23,2,3822.0,523.0,15.0,35.0
23,16,2667.0,513.0,23.0,36.0
23,11,4261.0,538.0,16.0,30.0
23,4,3714.0,504.0,12.0,28.0
23,10,3706.0,676.0,28.0,66.0
23,9,3800.67,583.0,16.0,49.0
23,7,3306.0,794.0,71.0,91.0
23,22,3058.77,601.02,35.88999999999987,62.07000000000005
23,8,3530.19,556.56,15.25,39.90000000000009
